customer_id,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,parking_spaces,total_of_special_requests,y_pred,y_pred_proba,timestamp
C26339,City Hotel,28,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,96.0,0,1,0,0.2177487463741281,2017-01-02
C26340,City Hotel,28,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,96.0,0,1,0,0.2177487463741281,2017-01-02
C26341,City Hotel,7,0,3,3,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,165.0,1,2,0,0.0404586185334079,2017-01-02
C26342,City Hotel,65,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,93.6,0,1,0,0.2455023125998598,2017-01-02
C26343,City Hotel,85,0,3,1,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,UNK,0,Transient,79.2,0,2,0,0.1483518680364168,2017-01-02
C26344,City Hotel,126,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,126.0,0,3,0,0.321708481620451,2017-01-02
C26345,City Hotel,44,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,106.07,0,1,0,0.2845555809031839,2017-01-02
C26346,City Hotel,66,0,1,2,2.0,0,BB,JPN,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,UNK,0,Group,156.6,0,0,0,0.170941991874584,2017-01-02
C26347,City Hotel,3,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,90.1,0,1,0,0.3918217710022405,2017-01-02
C26348,City Hotel,89,0,3,2,0.0,0,HB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,127.8,0,1,0,0.1878532502239291,2017-01-02
C26349,City Hotel,12,0,3,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,90.1,0,1,0,0.3624280173516675,2017-01-02
C26350,City Hotel,44,0,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.4,0,2,1,0.6813025584039656,2017-01-02
C26351,City Hotel,30,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,1,0,0.3841765461414058,2017-01-02
C26352,City Hotel,20,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,90.1,0,2,0,0.3821057527318773,2017-01-02
C26353,City Hotel,15,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,UNK,0,Transient,149.6,0,1,1,0.7811122673477713,2017-01-02
C26354,City Hotel,1,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,99.1,0,1,0,0.3538371456632937,2017-01-02
C26355,City Hotel,44,0,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.4,0,2,1,0.6813025584039656,2017-01-02
C26356,City Hotel,40,0,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,99.48,0,2,1,0.5831175126872925,2017-01-02
C26357,City Hotel,40,0,5,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,125.66,0,2,0,0.0932647706128739,2017-01-02
C26358,City Hotel,68,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,72.07,0,1,0,0.1645872030830076,2017-01-02
C26359,City Hotel,20,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,97.0,0,1,0,0.2845555809031839,2017-01-02
C26360,City Hotel,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,81.62,0,1,0,0.0854301029642514,2017-01-02
C26361,City Hotel,50,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,54.05,0,2,1,0.6148902649728701,2017-01-02
C26362,City Hotel,72,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,102.6,0,1,1,0.5387468212087857,2017-01-02
C26363,City Hotel,50,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,79.2,0,0,0,0.3409994270562634,2017-01-02
C26364,City Hotel,110,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9.0,UNK,0,Transient,91.6,0,2,0,0.1746687821613151,2017-01-02
C26365,City Hotel,0,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,UNK,UNK,0,Transient,88.0,0,0,1,0.5827315683300808,2017-01-02
C26366,City Hotel,110,0,2,0,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,UNK,0,Transient,91.6,0,1,0,0.2512241520473545,2017-01-02
C26367,City Hotel,0,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,1,No Deposit,UNK,UNK,0,Transient,0.0,0,0,1,0.5734885809632869,2017-01-02
C26368,City Hotel,0,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,UNK,UNK,0,Transient,176.0,0,0,1,0.5827315683300808,2017-01-02
C26369,City Hotel,130,0,2,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,UNK,0,Transient,165.6,0,2,0,0.2089163834209227,2017-01-02
C26370,City Hotel,0,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,1,0.8183242677280954,2017-01-02
C26371,City Hotel,172,0,2,2,1.0,1,BB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,128.4,0,0,0,0.3326835390474587,2017-01-02
C26372,City Hotel,18,0,2,1,0.0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,79.2,0,2,1,0.623294540304967,2017-01-02
C26373,City Hotel,6,0,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,UNK,0,Transient,98.0,0,0,0,0.0943033305426136,2017-01-02
C26374,City Hotel,6,0,1,1,0.0,0,BB,IRL,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,91.0,0,Transient,80.0,0,0,0,0.1860541960114344,2017-01-02
C26375,City Hotel,0,0,2,2,0.0,0,BB,HRV,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,UNK,0,Transient,108.0,0,0,0,0.1899055594702097,2017-01-02
C26376,City Hotel,44,0,2,3,0.0,0,BB,COL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,146.3,0,2,0,0.3420500189611822,2017-01-02
C26377,City Hotel,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,89.32,0,2,1,0.6314362996041288,2017-01-02
C26378,City Hotel,40,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,67.76,0,1,0,0.1601113949615009,2017-01-02
C26379,City Hotel,1,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,98.0,0,1,0,0.3651740166162594,2017-01-02
C26380,City Hotel,41,0,3,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,7.0,UNK,0,Group,79.23,0,2,0,0.130844807651064,2017-01-02
C26381,City Hotel,6,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,90.1,0,1,0,0.3841765461414058,2017-01-02
C26382,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,41.0,1,0,0,0.0410210302350507,2017-01-02
C26383,Resort Hotel,1,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,0,0.123237497000105,2017-01-02
C26384,Resort Hotel,60,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,62.0,0,1,0,0.1247537583097513,2017-01-02
C26385,City Hotel,12,0,4,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,UNK,0,Transient,107.1,0,2,0,0.2845555809031839,2017-01-02
C26386,Resort Hotel,0,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,UNK,154.0,0,Transient,35.0,0,0,0,0.3260626024006811,2017-01-02
C26387,Resort Hotel,0,0,1,1,0.0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,64.0,0,0,0,0.2529639599086973,2017-01-02
C26388,Resort Hotel,0,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,48.0,0,0,0,0.1296026396059924,2017-01-02
C26389,City Hotel,1,0,5,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,83.8,0,1,0,0.427956348194794,2017-01-02
C26390,City Hotel,13,0,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,57.6,0,1,0,0.0926811383433325,2017-01-02
C26391,Resort Hotel,0,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,44.0,0,0,0,0.3562921943498411,2017-01-02
C26392,City Hotel,12,0,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,93.8,0,1,0,0.1468921315717107,2017-01-02
C26393,Resort Hotel,33,0,2,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,G,0,No Deposit,240.0,UNK,0,Transient,141.0,0,1,0,0.0767904033018407,2017-01-02
C26394,City Hotel,2,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,0,0.3179571905920292,2017-01-02
C26395,City Hotel,127,0,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,UNK,0,Transient,100.0,0,3,0,0.061469677411915,2017-01-02
C26396,Resort Hotel,2,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,74.0,1,1,0,0.0153889713972366,2017-01-02
C26397,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,68.0,1,0,0,0.0619312315737775,2017-01-02
C26398,City Hotel,127,0,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,UNK,0,Transient,100.0,0,3,0,0.061469677411915,2017-01-02
C26399,Resort Hotel,77,0,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,UNK,0,Transient,29.11,0,3,0,0.0318804563356458,2017-01-02
C26400,Resort Hotel,77,0,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,UNK,0,Transient,29.11,0,3,0,0.0318804563356458,2017-01-02
C26401,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,44.0,0,0,1,0.6878715544949766,2017-01-03
C26402,Resort Hotel,1,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,UNK,0,Transient,71.0,0,1,0,0.1553133605882315,2017-01-03
C26403,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,UNK,UNK,0,Transient,64.0,0,0,1,0.6906030079239796,2017-01-03
C26404,City Hotel,33,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,0,0.2455023125998598,2017-01-03
C26405,City Hotel,1,0,1,1,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,A,1,No Deposit,UNK,UNK,0,Transient,9.0,0,1,1,0.6026967254629858,2017-01-03
C26406,City Hotel,32,0,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,68.07,0,1,0,0.1601113949615009,2017-01-03
C26407,Resort Hotel,0,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,UNK,270.0,0,Transient,35.0,0,0,1,0.650914572431044,2017-01-03
C26408,Resort Hotel,6,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,468.0,UNK,0,Transient,68.4,1,1,0,0.0087125852811849,2017-01-03
C26409,City Hotel,71,0,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,54.71,0,1,0,0.0383500011689796,2017-01-03
C26410,City Hotel,0,0,1,1,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,88.0,0,0,1,0.7333907050093748,2017-01-03
C26411,City Hotel,41,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,1,0.576732191099843,2017-01-03
C26412,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,44.0,0,0,1,0.6755946868080325,2017-01-03
C26413,Resort Hotel,0,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,44.0,0,0,0,0.297430110757292,2017-01-03
C26414,Resort Hotel,1,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,34.0,0,1,1,0.7128426837930468,2017-01-03
C26415,Resort Hotel,8,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,74.0,1,1,0,0.0190220814755216,2017-01-03
C26416,Resort Hotel,1,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,UNK,0,Transient,64.0,0,1,0,0.1871450292949521,2017-01-03
C26417,Resort Hotel,1,0,2,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient-Party,43.0,0,0,0,0.2266320297113075,2017-01-03
C26418,City Hotel,53,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,79.2,0,0,0,0.2059623335346361,2017-01-03
C26419,City Hotel,1,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,11,A,A,0,No Deposit,UNK,219.0,0,Transient,89.0,1,2,0,0.0366679442234012,2017-01-03
C26420,Resort Hotel,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient-Party,48.0,0,1,1,0.5805769068390604,2017-01-03
C26421,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,54.0,1,0,0,0.0410210302350507,2017-01-03
C26422,City Hotel,71,0,4,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,48.5,0,1,0,0.0383500011689796,2017-01-03
C26423,City Hotel,37,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,72.38,0,1,0,0.1002986189734779,2017-01-03
C26424,City Hotel,37,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,72.38,0,1,0,0.1002986189734779,2017-01-03
C26425,City Hotel,0,2,7,1,0.0,0,BB,BRA,Complementary,Corporate,0,0,0,A,D,1,No Deposit,UNK,153.0,0,Transient,0.0,0,2,0,0.324560477668071,2017-01-03
C26426,City Hotel,33,0,4,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,66.3,0,1,1,0.7834018320031092,2017-01-03
C26427,City Hotel,15,0,3,2,1.0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,124.36,0,1,0,0.0435667942703021,2017-01-03
C26428,City Hotel,0,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,216.0,0,Transient,70.4,0,0,1,0.6831565030768896,2017-01-03
C26429,City Hotel,29,0,3,2,1.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,UNK,0,Transient,95.0,0,0,0,0.076901643761323,2017-01-03
C26430,City Hotel,1,0,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,99.1,1,1,0,0.0521967915805525,2017-01-03
C26431,City Hotel,4,2,5,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,71.71,0,0,0,0.2963946730417006,2017-01-03
C26432,Resort Hotel,2,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,48.0,0,3,1,0.6135419064475326,2017-01-03
C26433,City Hotel,7,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,99.1,0,0,0,0.3110161728650659,2017-01-03
C26434,City Hotel,27,0,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,0,0.2177487463741281,2017-01-03
C26435,City Hotel,66,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,93.6,0,2,0,0.2177487463741281,2017-01-03
C26436,City Hotel,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,7,A,A,0,No Deposit,UNK,219.0,0,Transient,80.0,0,2,1,0.6702318732823551,2017-01-03
C26437,Resort Hotel,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,UNK,331.0,0,Transient,35.0,0,0,1,0.5824524140166074,2017-01-03
C26438,City Hotel,2,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,97.0,0,4,0,0.2911556206917937,2017-01-03
C26439,City Hotel,6,0,3,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,83.0,UNK,0,Transient,173.8,0,0,0,0.0733186989946453,2017-01-03
C26440,Resort Hotel,0,0,4,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,E,2,No Deposit,UNK,UNK,0,Transient,0.0,0,1,0,0.4901367963338051,2017-01-03
C26441,City Hotel,43,0,4,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,UNK,0,Transient,68.0,0,0,0,0.1661836328403945,2017-01-03
C26442,City Hotel,162,0,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,3,0,0.1842885622176187,2017-01-03
C26443,Resort Hotel,2,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,44.0,0,0,1,0.6878715544949766,2017-01-03
C26444,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,44.0,0,0,1,0.6755946868080325,2017-01-03
C26445,Resort Hotel,19,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,314.0,UNK,0,Transient,38.4,0,0,0,0.085918540355681,2017-01-03
C26446,Resort Hotel,94,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,UNK,0,Transient,54.0,0,2,0,0.0788353410967575,2017-01-03
C26447,City Hotel,1,0,1,2,0.0,0,SC,PRT,Online TA,Direct,0,0,0,A,A,1,No Deposit,UNK,UNK,0,Transient,0.0,0,1,1,0.6026967254629858,2017-01-03
C26448,City Hotel,0,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,0,0.3093872900886435,2017-01-03
C26449,Resort Hotel,23,0,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,F,F,2,No Deposit,250.0,UNK,0,Transient,75.0,1,0,0,0.0073362812590423,2017-01-03
C26450,City Hotel,8,0,4,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,UNK,0,Transient,115.6,0,2,0,0.2200500701983259,2017-01-03
C26451,City Hotel,2,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,73.36,0,1,0,0.3918217710022405,2017-01-03
C26452,City Hotel,2,0,2,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,156.0,0,0,1,0.7188174623066712,2017-01-03
C26453,City Hotel,41,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.4,0,0,1,0.8059503054714658,2017-01-03
