customer_id,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,parking_spaces,total_of_special_requests,y_pred,y_pred_proba,timestamp
C16927,City Hotel,19,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1196148070708889,2016-10-01
C16928,City Hotel,11,2,0,2,0.0,1,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,135.0,0,3,0,0.2689630711863821,2016-10-01
C16929,City Hotel,0,0,0,2,1.0,0,HB,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,9.0,UNK,0,Transient,0.0,0,1,1,0.7964208192250685,2016-10-01
C16930,City Hotel,161,2,3,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,UNK,0,Transient,108.8,0,2,0,0.1645872030830076,2016-10-01
C16931,City Hotel,161,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,91.48,0,1,0,0.1645872030830076,2016-10-01
C16932,City Hotel,32,2,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,83.0,UNK,0,Transient,152.98,0,0,0,0.0855073121627007,2016-10-01
C16933,City Hotel,47,2,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,UNK,0,Transient,79.0,0,2,0,0.0547711865932862,2016-10-01
C16934,City Hotel,54,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,118.8,0,2,0,0.3298132827942513,2016-10-01
C16935,City Hotel,22,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,UNK,UNK,0,Transient,0.0,0,1,1,0.583118096878397,2016-10-01
C16936,City Hotel,117,1,0,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,108.0,0,2,0,0.1842885622176187,2016-10-01
C16937,City Hotel,222,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,102.85,0,1,0,0.2089163834209227,2016-10-01
C16938,City Hotel,23,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,94.36,0,1,0,0.0884597077368853,2016-10-01
C16939,City Hotel,18,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1196148070708889,2016-10-01
C16940,City Hotel,10,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1515095621909014,2016-10-01
C16941,City Hotel,12,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1515095621909014,2016-10-01
C16942,City Hotel,37,2,1,3,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,158.4,0,1,0,0.2082639425276037,2016-10-01
C16943,City Hotel,1,2,1,1,0.0,0,BB,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,154.0,0,1,0,0.2554009052399307,2016-10-01
C16944,City Hotel,26,2,1,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,133.0,0,0,1,0.6870239043068723,2016-10-01
C16945,City Hotel,34,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,117.0,0,0,0,0.1312468513897514,2016-10-01
C16946,City Hotel,11,2,0,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,135.0,0,2,0,0.2177487463741281,2016-10-01
C16947,City Hotel,9,2,1,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,1,0,0.0671838171097452,2016-10-01
C16948,City Hotel,9,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,1,0,0.1359418900539129,2016-10-01
C16949,City Hotel,9,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,1,0,0.1359418900539129,2016-10-01
C16950,City Hotel,35,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,UNK,0,Transient,144.63,0,0,0,0.2829500395055551,2016-10-01
C16951,City Hotel,21,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,UNK,0,Transient,121.63,0,3,0,0.1096329218728269,2016-10-01
C16952,City Hotel,19,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1196148070708889,2016-10-01
C16953,City Hotel,46,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,90.55,0,1,0,0.0840017864792582,2016-10-01
C16954,City Hotel,3,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,UNK,0,Transient,128.0,0,0,0,0.1254668518589411,2016-10-01
C16955,City Hotel,38,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,126.0,0,0,0,0.4145333755844283,2016-10-01
C16956,City Hotel,51,2,0,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,151.2,0,1,0,0.3174279143107575,2016-10-01
C16957,City Hotel,47,2,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,UNK,0,Transient,79.0,0,2,0,0.0547711865932862,2016-10-01
C16958,City Hotel,75,2,0,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,96.78,0,1,0,0.1569534184546026,2016-10-01
C16959,City Hotel,42,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,97.02,0,1,0,0.0884597077368853,2016-10-01
C16960,City Hotel,127,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,91.48,0,1,0,0.0450656429064498,2016-10-01
C16961,City Hotel,95,2,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,108.0,0,2,0,0.1842885622176187,2016-10-01
C16962,City Hotel,127,2,3,3,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,UNK,0,Transient,146.92,0,1,0,0.0388230860568046,2016-10-01
C16963,Resort Hotel,28,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,135.0,1,1,0,0.0131623999585831,2016-10-01
C16964,City Hotel,3,4,10,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,3,No Deposit,UNK,45.0,0,Transient,0.0,0,0,1,0.7311702224658787,2016-10-01
C16965,City Hotel,16,2,1,1,0.0,0,BB,CHE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,150.0,0,Transient,95.0,0,0,0,0.3672749170462879,2016-10-01
C16966,City Hotel,18,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1196148070708889,2016-10-01
C16967,City Hotel,16,2,1,1,0.0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,150.0,0,Transient,95.0,0,0,0,0.1860541960114344,2016-10-01
C16968,City Hotel,195,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,108.9,0,2,0,0.2089163834209227,2016-10-01
C16969,City Hotel,10,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1515095621909014,2016-10-01
C16970,City Hotel,12,2,1,1,0.0,0,BB,USA,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,6.0,0,0,0,0.2568444900750513,2016-10-01
C16971,Resort Hotel,48,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,105.0,1,1,0,0.0080372542356868,2016-10-01
C16972,City Hotel,33,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,108.0,0,0,0,0.3583742775193828,2016-10-01
C16973,Resort Hotel,3,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,101.0,1,1,0,0.0149197417191741,2016-10-01
C16974,Resort Hotel,208,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,UNK,0,Contract,37.4,0,0,0,0.0101585706922388,2016-10-01
C16975,City Hotel,10,2,1,1,0.0,0,BB,BEL,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,149.0,0,0,0,0.0876708599654826,2016-10-01
C16976,City Hotel,163,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,168.0,UNK,0,Transient-Party,80.75,0,0,0,0.0458473638552089,2016-10-01
C16977,City Hotel,21,2,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,UNK,0,Transient,61.33,0,0,0,0.2395129346641302,2016-10-01
C16978,City Hotel,42,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,107.41,0,1,0,0.0840017864792582,2016-10-01
C16979,City Hotel,16,2,1,1,0.0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,150.0,0,Transient,95.0,0,0,0,0.1860541960114344,2016-10-01
C16980,City Hotel,257,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,106.2,0,3,0,0.0966684898865041,2016-10-01
C16981,Resort Hotel,12,1,0,2,0.0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,UNK,0,Transient,198.0,1,0,0,0.0220042037765615,2016-10-01
C16982,Resort Hotel,155,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,243.0,UNK,0,Transient,44.0,0,1,0,0.0129899953102073,2016-10-01
C16983,Resort Hotel,79,1,0,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,UNK,0,Transient,59.0,0,0,0,0.1231811117050495,2016-10-01
C16984,Resort Hotel,0,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,105.0,0,0,0,0.305409793836891,2016-10-01
C16985,City Hotel,86,2,1,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,151.2,0,2,0,0.1759334374327991,2016-10-01
C16986,Resort Hotel,8,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,UNK,0,Transient,136.0,1,1,0,0.0184441487081525,2016-10-01
C16987,City Hotel,37,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,126.0,0,1,0,0.0701132248244587,2016-10-01
C16988,City Hotel,21,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,129.0,0,1,0,0.3841765461414058,2016-10-01
C16989,Resort Hotel,0,2,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,95.0,0,1,0,0.2145958406384502,2016-10-01
C16990,City Hotel,57,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,118.8,0,2,0,0.3298132827942513,2016-10-01
C16991,Resort Hotel,0,2,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,UNK,0,Transient-Party,116.0,1,1,0,0.0282592146826254,2016-10-01
C16992,Resort Hotel,70,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,242.0,UNK,0,Transient,105.0,1,1,0,0.0500851860500055,2016-10-01
C16993,City Hotel,20,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,164.0,0,0,1,0.5061105425018586,2016-10-01
C16994,City Hotel,24,2,1,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,149.0,0,1,1,0.6591794784434877,2016-10-01
C16995,City Hotel,31,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,UNK,0,Transient,104.64,0,0,0,0.1338128116641016,2016-10-01
C16996,City Hotel,185,3,5,3,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,16.0,UNK,0,Transient,150.4,0,0,0,0.0656350990599779,2016-10-01
C16997,Resort Hotel,50,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,46.0,0,0,0,0.2078449738862819,2016-10-01
C16998,City Hotel,34,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,95.47,0,1,0,0.0589907543307616,2016-10-01
C16999,City Hotel,10,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,85.0,0,0,0,0.1022081091892411,2016-10-01
C17000,City Hotel,163,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,168.0,UNK,0,Transient-Party,80.75,0,0,0,0.0458473638552089,2016-10-01
C17001,Resort Hotel,165,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,46.0,0,0,0,0.1755650862962472,2016-10-01
C17002,City Hotel,34,2,1,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,158.4,0,1,0,0.4076532581224026,2016-10-01
C17003,City Hotel,0,1,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,144.0,0,0,1,0.7333907050093748,2016-10-01
C17004,City Hotel,40,1,0,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,158.4,0,1,0,0.2351720441508452,2016-10-01
C17005,Resort Hotel,63,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,UNK,0,Transient,100.1,0,1,0,0.1273968103284906,2016-10-01
C17006,Resort Hotel,145,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,69.0,0,3,1,0.5106276786622401,2016-10-01
C17007,Resort Hotel,166,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,46.0,0,0,0,0.1755650862962472,2016-10-01
C17008,Resort Hotel,166,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,46.0,0,0,0,0.1755650862962472,2016-10-01
C17009,Resort Hotel,166,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,46.0,0,0,0,0.1755650862962472,2016-10-01
C17010,Resort Hotel,165,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,46.0,0,0,0,0.1755650862962472,2016-10-01
C17011,Resort Hotel,94,2,2,1,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,41.0,0,1,0,0.1579859234699568,2016-10-01
C17012,Resort Hotel,94,2,2,1,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,39.0,0,1,0,0.1579859234699568,2016-10-01
C17013,Resort Hotel,166,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,UNK,0,Transient,47.5,0,0,0,0.1755650862962472,2016-10-01
C17014,Resort Hotel,178,4,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,UNK,0,Transient,60.0,0,0,0,0.0410064232406378,2016-10-01
C17015,Resort Hotel,24,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,97.75,0,2,0,0.0559782150296943,2016-10-01
C17016,City Hotel,16,2,1,1,0.0,0,BB,CYP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,150.0,0,Transient,95.0,0,0,0,0.3057172560339243,2016-10-01
C17017,City Hotel,26,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,160.0,0,1,0,0.3298132827942513,2016-10-01
C17018,City Hotel,102,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,108.0,0,1,0,0.3341790984630031,2016-10-01
C17019,Resort Hotel,159,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,77.0,1,1,0,0.006903955922626,2016-10-01
C17020,Resort Hotel,163,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,95.0,1,2,0,0.0136174232996838,2016-10-01
C17021,City Hotel,259,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,UNK,0,Transient,96.1,0,0,0,0.0331341015351557,2016-10-01
C17022,City Hotel,0,1,0,2,0.0,0,SC,PRT,Direct,Direct,1,0,0,A,E,0,No Deposit,UNK,UNK,0,Transient,170.0,0,0,1,0.7284452845816219,2016-10-02
C17023,City Hotel,210,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,UNK,0,Transient,83.85,0,1,0,0.1569534184546026,2016-10-02
C17024,City Hotel,74,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,UNK,0,Transient,91.48,0,1,0,0.1645872030830076,2016-10-02
C17025,City Hotel,14,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,B,0,No Deposit,UNK,150.0,0,Transient,95.0,0,0,0,0.2414750165600842,2016-10-02
C17026,City Hotel,36,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,148.5,1,2,0,0.0202156287197205,2016-10-02
C17027,City Hotel,281,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,UNK,0,Transient-Party,108.8,0,0,0,0.057930292649395,2016-10-02
C17028,City Hotel,281,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,7,No Deposit,9.0,UNK,0,Transient-Party,126.3,0,0,0,0.057930292649395,2016-10-02
C17029,City Hotel,133,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,118.8,0,2,0,0.1997180791565589,2016-10-02
C17030,City Hotel,281,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,UNK,0,Transient,168.3,0,0,0,0.0886151519264686,2016-10-02
C17031,City Hotel,281,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,UNK,0,Transient-Party,108.8,0,0,0,0.057930292649395,2016-10-02
C17032,City Hotel,0,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,E,0,No Deposit,UNK,40.0,0,Transient,65.0,0,0,1,0.6841670736749804,2016-10-02
C17033,Resort Hotel,61,3,8,2,0.0,0,BB,IRL,Direct,Direct,1,0,1,D,D,0,No Deposit,UNK,UNK,0,Transient,10.0,0,0,0,0.1950092596718596,2016-10-02
C17034,City Hotel,45,1,0,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,158.4,0,1,0,0.3174279143107575,2016-10-02
C17035,City Hotel,1,1,1,2,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,B,1,No Deposit,341.0,UNK,0,Transient,0.0,1,2,0,0.0374402501000591,2016-10-02
C17036,Resort Hotel,341,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,UNK,0,Transient-Party,39.4,0,1,0,0.0101985410323288,2016-10-02
C17037,Resort Hotel,0,1,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,105.0,0,0,1,0.6713823571716414,2016-10-02
C17038,Resort Hotel,32,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,UNK,0,Transient,208.0,1,0,0,0.0289292514982355,2016-10-02
C17039,City Hotel,6,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,A,A,0,No Deposit,UNK,174.0,0,Transient-Party,89.0,0,0,0,0.1080732307385784,2016-10-02
C17040,City Hotel,0,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,E,0,No Deposit,UNK,238.0,0,Transient,65.0,0,0,1,0.6293456101641818,2016-10-02
C17041,City Hotel,19,1,2,1,0.0,0,BB,FRA,Corporate,Corporate,1,1,5,A,A,0,No Deposit,UNK,91.0,0,Transient,95.0,0,0,0,0.26160498066733,2016-10-02
C17042,City Hotel,109,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,0.0,0,0,1,0.6646632081928411,2016-10-02
C17043,City Hotel,27,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,UNK,0,Transient,95.0,0,0,0,0.1661836328403945,2016-10-02
C17044,City Hotel,11,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,130.9,0,1,0,0.067350846789759,2016-10-02
C17045,City Hotel,4,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,UNK,40.0,0,Transient,67.0,1,1,0,0.0352581721835415,2016-10-02
C17046,Resort Hotel,7,1,1,2,0.0,0,BB,UNK,Corporate,Corporate,0,0,0,A,D,0,No Deposit,UNK,42.0,0,Transient,50.0,0,0,0,0.4451680949279357,2016-10-02
C17047,City Hotel,24,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,B,0,No Deposit,UNK,221.0,0,Transient,95.0,0,0,1,0.6161949096790336,2016-10-02
