customer_id,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,parking_spaces,total_of_special_requests,y_pred,y_pred_proba,timestamp
C23659,Resort Hotel,1,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,63.0,0,1,0,0.1620989073810188,2016-12-01
C23660,Resort Hotel,1,0,1,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,UNK,0,Transient,93.0,0,0,1,0.6730292930290723,2016-12-01
C23661,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23662,Resort Hotel,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,54.0,1,0,0,0.0562881855067364,2016-12-01
C23663,Resort Hotel,2,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,UNK,0,Transient,30.0,0,1,1,0.5375770527886067,2016-12-01
C23664,City Hotel,29,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,D,4,No Deposit,UNK,UNK,0,Transient-Party,66.18,0,1,0,0.1436249611804791,2016-12-01
C23665,City Hotel,61,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,102.6,0,2,0,0.3708794444732115,2016-12-01
C23666,Resort Hotel,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,468.0,UNK,0,Transient-Party,38.4,0,0,1,0.5376472311536492,2016-12-01
C23667,Resort Hotel,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,468.0,UNK,0,Transient-Party,38.4,0,0,1,0.5376472311536492,2016-12-01
C23668,City Hotel,17,0,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,UNK,0,Transient,157.5,0,2,0,0.3782451008053204,2016-12-01
C23669,Resort Hotel,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,468.0,UNK,0,Transient-Party,38.4,0,0,1,0.5376472311536492,2016-12-01
C23670,Resort Hotel,13,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,UNK,0,Transient,60.0,0,2,0,0.4539392567983417,2016-12-01
C23671,Resort Hotel,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,75.0,0,0,1,0.6919704793339558,2016-12-01
C23672,Resort Hotel,0,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,0,0,0,0.1725804344203755,2016-12-01
C23673,Resort Hotel,8,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,UNK,0,Transient,94.0,1,0,0,0.0615228171496068,2016-12-01
C23674,City Hotel,47,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,UNK,0,Transient,93.6,0,1,0,0.0801162507079523,2016-12-01
C23675,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23676,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,3,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,2,1,0.5494636161966876,2016-12-01
C23677,City Hotel,4,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,97.75,0,1,0,0.3708794444732115,2016-12-01
C23678,Resort Hotel,2,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,UNK,0,Transient,65.85,1,0,0,0.0647359214002894,2016-12-01
C23679,City Hotel,67,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0943711335336362,2016-12-01
C23680,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23681,Resort Hotel,80,0,2,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0524137967210513,2016-12-01
C23682,Resort Hotel,80,0,2,2,0.0,0,BB,GBR,Complementary,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,7.0,0,1,0,0.0524137967210513,2016-12-01
C23683,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23684,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23685,Resort Hotel,18,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0370543210277887,2016-12-01
C23686,City Hotel,16,1,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,UNK,0,Transient,85.78,0,2,0,0.3262181878698156,2016-12-01
C23687,City Hotel,28,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,0,0.3821057527318773,2016-12-01
C23688,City Hotel,10,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,UNK,0,Transient,99.2,0,1,0,0.1814045853449039,2016-12-01
C23689,City Hotel,24,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,80.0,0,0,0,0.1196148070708889,2016-12-01
C23690,City Hotel,222,1,2,3,0.0,0,BB,LTU,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,UNK,0,Transient,110.7,0,2,0,0.3033378465536769,2016-12-01
C23691,Resort Hotel,2,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,330.0,UNK,0,Transient,34.0,0,1,1,0.5313206162940476,2016-12-01
C23692,Resort Hotel,2,0,1,2,0.0,0,BB,UNK,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,330.0,UNK,0,Transient,34.0,0,1,0,0.3478179211607801,2016-12-01
C23693,City Hotel,50,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,93.6,0,2,0,0.3841765461414058,2016-12-01
C23694,City Hotel,18,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,83.04,0,1,0,0.2731770017535144,2016-12-01
C23695,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,0,No Deposit,UNK,UNK,0,Transient,44.0,1,0,0,0.0352651988369143,2016-12-01
C23696,City Hotel,38,2,2,0,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,UNK,0,Transient,77.86,0,1,0,0.2924798446601624,2016-12-01
C23697,City Hotel,38,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9.0,UNK,0,Transient,77.86,0,1,0,0.2068252152324761,2016-12-01
C23698,City Hotel,67,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0622974938822001,2016-12-01
C23699,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23700,Resort Hotel,80,0,2,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,3,No Deposit,253.0,UNK,0,Transient-Party,44.8,0,0,0,0.0307471446393088,2016-12-01
C23701,Resort Hotel,60,0,2,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240.0,UNK,0,Transient,99.0,1,0,0,0.0086267894680996,2016-12-01
C23702,Resort Hotel,25,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,0.0,0,0,1,0.6684986309295458,2016-12-01
C23703,Resort Hotel,0,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,1,0.5141135624001473,2016-12-01
C23704,Resort Hotel,11,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,0.0,0,1,1,0.6398700053052035,2016-12-01
C23705,City Hotel,67,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0943711335336362,2016-12-01
C23706,Resort Hotel,40,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,63.0,0,2,0,0.0833039031361154,2016-12-01
C23707,Resort Hotel,29,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,UNK,0,Transient-Party,58.74,0,0,1,0.5609100301497736,2016-12-01
C23708,Resort Hotel,29,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,UNK,0,Transient-Party,49.74,1,0,0,0.0477897389844803,2016-12-01
C23709,Resort Hotel,19,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,96.0,1,1,0,0.0099142056050591,2016-12-01
C23710,Resort Hotel,80,0,2,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,3,No Deposit,253.0,UNK,0,Transient-Party,44.8,0,0,0,0.0307471446393088,2016-12-01
C23711,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23712,Resort Hotel,0,0,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,E,E,1,No Deposit,UNK,UNK,0,Transient,58.0,1,0,0,0.0164466355188858,2016-12-01
C23713,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23714,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23715,Resort Hotel,80,0,2,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,3,No Deposit,253.0,UNK,0,Transient-Party,44.8,0,0,0,0.0307471446393088,2016-12-01
C23716,Resort Hotel,22,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,81.0,1,2,0,0.0114444580405941,2016-12-01
C23717,Resort Hotel,80,0,2,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,3,No Deposit,253.0,UNK,0,Transient-Party,44.8,0,0,0,0.0307471446393088,2016-12-01
C23718,City Hotel,67,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0943711335336362,2016-12-01
C23719,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23720,Resort Hotel,80,0,2,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,UNK,0,Transient-Party,51.8,0,1,0,0.0302854084995195,2016-12-01
C23721,Resort Hotel,1,0,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147.0,UNK,0,Transient,51.6,0,0,0,0.0502549058357668,2016-12-01
C23722,City Hotel,71,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0943711335336362,2016-12-01
C23723,Resort Hotel,0,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,0.0,0,0,1,0.6755946868080325,2016-12-01
C23724,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23725,City Hotel,6,2,2,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,UNK,0,Transient,184.75,0,1,1,0.8431862426506979,2016-12-01
C23726,City Hotel,37,2,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,1,0,0.4886091396328768,2016-12-01
C23727,City Hotel,14,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,UNK,0,Transient,174.0,0,0,0,0.352613100687015,2016-12-01
C23728,Resort Hotel,59,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241.0,UNK,0,Transient,58.33,1,1,0,0.0242904682124969,2016-12-01
C23729,Resort Hotel,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,1,0.5677938064877404,2016-12-01
C23730,City Hotel,41,0,1,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,0,0.2082639425276037,2016-12-01
C23731,City Hotel,125,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,90.0,0,0,0,0.2207235467965594,2016-12-01
C23732,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23733,City Hotel,37,2,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,1,0,0.4886091396328768,2016-12-01
C23734,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23735,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23736,City Hotel,37,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,88.0,0,2,0,0.3708794444732115,2016-12-01
C23737,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23738,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23739,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23740,City Hotel,67,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0622974938822001,2016-12-01
C23741,City Hotel,5,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,166.5,0,2,1,0.7756889068304601,2016-12-01
C23742,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23743,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23744,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23745,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,3,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,1,1,0.5354195743836219,2016-12-01
C23746,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23747,City Hotel,70,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0993196821854331,2016-12-01
C23748,City Hotel,10,3,7,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,76.59,0,0,1,0.9076960364870256,2016-12-01
C23749,City Hotel,17,6,15,2,0.0,0,SC,UKR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,UNK,0,Transient,75.66,0,0,0,0.1155418215313646,2016-12-01
C23750,City Hotel,3,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,117.5,0,2,0,0.4825166719517285,2016-12-01
C23751,City Hotel,59,0,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,93.6,0,2,0,0.2177487463741281,2016-12-01
C23752,City Hotel,29,0,2,2,0.0,0,BB,GRC,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,0,0.1678603780177661,2016-12-01
C23753,City Hotel,43,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,UNK,0,Transient,72.0,0,1,0,0.1383271261574964,2016-12-01
C23754,City Hotel,0,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,0.0,0,0,1,0.7259153244596346,2016-12-01
C23755,City Hotel,29,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,0,1,0.6804380828153733,2016-12-01
C23756,City Hotel,29,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,4,No Deposit,UNK,UNK,0,Transient-Party,66.18,0,1,0,0.1386465719574348,2016-12-01
C23757,City Hotel,29,0,2,2,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,D,6,No Deposit,UNK,UNK,0,Transient-Party,85.0,0,1,0,0.1320258063130527,2016-12-01
C23758,City Hotel,45,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,93.6,0,1,0,0.3841765461414058,2016-12-01
C23759,City Hotel,80,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,0,0.2854158745954588,2016-12-01
C23760,City Hotel,74,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0622974938822001,2016-12-01
C23761,City Hotel,32,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,88.0,0,2,0,0.2351720441508452,2016-12-01
C23762,City Hotel,81,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,UNK,0,Transient,59.84,0,0,0,0.1399719644107659,2016-12-01
C23763,Resort Hotel,203,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,4,No Deposit,250.0,UNK,0,Transient,66.8,0,0,0,0.0740852653274214,2016-12-01
C23764,Resort Hotel,72,2,2,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,UNK,0,Transient,29.0,0,0,0,0.0408911437745861,2016-12-01
C23765,Resort Hotel,1,2,7,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,UNK,UNK,0,Transient,76.22,0,1,1,0.6797947291856884,2016-12-01
C23766,City Hotel,17,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,107.09,1,2,0,0.0381886429865809,2016-12-01
C23767,City Hotel,41,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,130.9,0,2,0,0.2731770017535144,2016-12-01
C23768,City Hotel,88,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,54.09,0,0,0,0.0490408240319321,2016-12-01
C23769,City Hotel,25,2,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,64.67,0,1,0,0.0485554835787878,2016-12-01
C23770,City Hotel,35,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.4,0,1,0,0.2845555809031839,2016-12-01
C23771,Resort Hotel,82,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,UNK,0,Transient,85.5,0,2,0,0.4681153116910453,2016-12-01
C23772,City Hotel,4,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,93.8,0,0,0,0.4008695225677664,2016-12-01
C23773,City Hotel,35,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,97.4,0,1,0,0.2845555809031839,2016-12-01
C23774,City Hotel,44,2,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,1,0,0.2455023125998598,2016-12-01
C23775,Resort Hotel,10,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,44.0,0,0,1,0.6241652575378893,2016-12-02
C23776,City Hotel,64,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,9.0,UNK,0,Transient,93.6,0,1,0,0.1943265753102349,2016-12-02
C23777,Resort Hotel,128,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,64.0,0,1,1,0.5428792823847763,2016-12-02
C23778,Resort Hotel,128,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,64.0,0,1,1,0.5428792823847763,2016-12-02
C23779,Resort Hotel,10,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,44.0,0,0,1,0.6241652575378893,2016-12-02
C23780,Resort Hotel,10,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,44.0,0,0,1,0.6241652575378893,2016-12-02
C23781,Resort Hotel,128,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,2,No Deposit,UNK,UNK,0,Transient-Party,64.0,0,1,0,0.4356734310602052,2016-12-02
