customer_id,is_canceled
C17098,0
C17099,0
C17100,0
C17101,0
C17102,0
C17103,0
C17104,0
C17105,0
C17106,0
C17107,0
C17108,0
C17109,0
C17110,0
C17111,0
C17112,0
C17113,0
C17114,0
C17115,0
C17116,0
C17117,0
C17118,0
C17119,0
C17120,0
C17121,0
C17122,0
C17123,0
C17124,0
C17125,0
C17126,0
C17127,0
C17128,0
C17129,0
C17130,0
C17131,0
C17132,0
C17133,0
C17134,0
C17135,0
C17136,0
C17137,0
C17138,0
C17139,1
C17140,0
C17141,0
C17142,0
C17143,0
C17144,0
C17145,0
C17146,0
C17147,0
C17148,0
C17149,0
C17150,0
C17151,0
C17152,0
C17153,0
C17154,0
C17155,0
C17156,0
C17157,0
C17158,0
C17159,0
C17160,0
C17161,0
C17162,0
C17163,0
C17164,0
C17165,0
C17166,0
C17167,0
C17168,0
C17169,0
C17170,0
C17171,0
C17172,0
C17173,0
C17174,0
C17175,0
C17176,0
C17177,0
C17178,0
C17179,0
C17180,0
C17181,0
C17182,0
C17183,0
C17184,0
C17185,0
C17186,0
C17187,0
C17188,0
C17189,0
C17190,0
C17191,0
C17192,0
C17193,0
C17194,0
C17195,0
C17196,0
C17197,0
C17198,0
C17199,0
C17200,0
C17201,0
C17202,0
C17203,0
C17204,0
C17205,0
C17206,0
C17207,0
C17208,0
C17209,0
C17210,0
C17211,0
C17212,0
C17213,0
C17214,0
C17215,1
C17216,0
C17217,0
C17218,0
C17219,0
C17220,0
C17221,1
C17222,1
C17223,0
C17224,0
C17225,0
C17226,0
C17227,0
C17228,0
C17229,0
C17230,0
C17231,0
C17232,0
C17233,0
C17234,0
C17235,0
C17236,0
C17237,0
C17238,0
C17239,0
C17240,0
C17241,0
C17242,0
C17243,0
C17244,0
C17245,0
C17246,0
C17247,0
C17248,0
C17249,0
C17250,0
C17251,0
C17252,0
C17253,0
C17254,0
C17255,0
C17256,0
C17257,0
C17258,0
C17259,0
C17260,0
C17261,0
C17262,0
C17263,0
C17264,0
C17265,0
C17266,0
C17267,0
C17268,0
C17269,0
C17270,0
C17271,0
C17272,0
C17273,0
C17274,0
C17275,0
C17276,0
C17277,0
C17278,0
C17279,0
C17280,0
C17281,0
C17282,0
C17283,0
C17284,0
C17285,0
C17286,0
C17287,0
C17288,0
C17289,0
C17290,0
C17291,0
C17292,0
C17293,0
C17294,0
C17295,0
C17296,0
C17297,0
C17298,0
C17299,0
C17300,0
C17301,0
C17302,0
C17303,0
C17304,0
C17305,0
C17306,0
C17307,0
C17308,0
C17309,0
C17310,0
C17311,0
C17312,0
C17313,0
C17314,0
C17315,1
C17316,0
C17317,1
C17318,0
C17319,0
C17320,1
C17321,0
C17322,0
C17323,0
C17324,0
C17325,0
C17326,0
C17327,0
C17328,0
C17329,0
C17330,0
C17331,0
C17332,0
C17333,0
C17334,0
C17335,0
C17336,0
C17337,0
C17338,0
C17339,0
C17340,0
C17341,0
C17342,0
C17343,0
C17344,0
C17345,0
C17346,0
C17347,0
C17348,0
C17349,0
C17350,0
C17351,0
C17352,0
C17353,0
C17354,0
C17355,0
C17356,0
C17357,0
C17358,0
C17359,0
C17360,0
C17361,0
C17362,0
C17363,0
C17364,0
C17365,0
C17366,0
C17367,0
C17368,0
C17369,0
C17370,0
C17371,0
C17372,0
C17373,0
C17374,0
C17375,0
C17376,0
C17377,0
C17378,0
C17379,0
C17380,0
C17381,0
C17382,0
C17383,0
C17384,0
C17385,0
C17386,0
C17387,0
C17388,0
C17389,0
C17390,0
C17391,0
C17392,0
C17393,0
C17394,0
C17395,0
C17396,0
C17397,0
C17398,0
C17399,0
C17400,0
C17401,0
C17402,0
C17403,0
C17404,0
C17405,0
C17406,0
C17407,0
C17408,0
C17409,0
C17410,0
C17411,0
C17412,0
C17413,0
C17414,0
C17415,0
C17416,0
C17417,0
C17418,0
C17419,0
C17420,0
C17421,0
C17422,0
C17423,0
C17424,0
C17425,1
C17426,0
C17427,0
C17428,0
C17429,0
C17430,0
C17431,0
C17432,0
C17433,0
C17434,0
C17435,0
C17436,0
C17437,0
C17438,0
C17439,0
C17440,0
C17441,0
C17442,0
C17443,0
C17444,0
C17445,0
C17446,0
C17447,0
C17448,0
C17449,0
C17450,0
C17451,0
C17452,0
C17453,0
C17454,0
C17455,0
C17456,0
C17457,0
C17458,0
C17459,0
C17460,0
C17461,0
C17462,0
C17463,0
C17464,0
C17465,0
C17466,0
C17467,0
C17468,0
C17469,0
C17470,0
C17471,0
C17472,0
C17473,0
C17474,0
C17475,0
C17476,0
C17477,0
C17478,0
C17479,0
C17480,0
C17481,0
C17482,0
C17483,0
C17484,0
C17485,0
C17486,0
C17487,0
C17488,0
C17489,0
C17490,0
C17491,0
C17492,0
C17493,0
C17494,0
C17495,0
C17496,0
C17497,0
C17498,0
C17499,0
C17500,0
C17501,0
C17502,0
C17503,0
C17504,0
C17505,0
C17506,0
C17507,0
C17508,0
C17509,0
C17510,0
C17511,0
C17512,0
C17513,0
C17514,0
C17515,0
C17516,0
C17517,0
C17518,0
C17519,0
C17520,0
C17521,0
C17522,0
C17523,0
C17524,0
C17525,0
C17526,0
C17527,0
C17528,0
C17529,0
C17530,0
C17531,0
C17532,0
C17533,0
C17534,0
C17535,0
C17536,0
C17537,0
C17538,0
C17539,1
C17540,0
C17541,0
C17542,1
C17543,0
C17544,1
C17545,0
C17546,0
C17547,0
C17548,0
C17549,0
C17550,0
C17551,0
C17552,0
C17553,0
C17554,0
C17555,0
C17556,0
C17557,0
C17558,0
C17559,0
C17560,0
C17561,0
C17562,0
C17563,0
C17564,0
C17565,0
C17566,0
C17567,0
C17568,0
C17569,0
C17570,0
C17571,0
C17572,1
C17573,0
C17574,0
C17575,0
C17576,0
C17577,0
C17578,1
C17579,0
C17580,0
C17581,0
C17582,0
C17583,0
C17584,0
C17585,0
C17586,0
C17587,0
C17588,0
C17589,0
C17590,0
C17591,0
C17592,0
C17593,0
C17594,0
C17595,0
C17596,0
C17597,0
C17598,0
C17599,0
C17600,0
C17601,0
C17602,0
C17603,0
C17604,0
C17605,0
C17606,0
C17607,0
C17608,0
C17609,0
C17610,0
C17611,0
C17612,0
C17613,0
C17614,0
C17615,0
C17616,0
C17617,0
C17618,0
C17619,0
C17620,0
C17621,0
C17622,0
C17623,0
C17624,0
C17625,0
C17626,1
C17627,0
C17628,0
C17629,0
C17630,0
C17631,0
C17632,0
C17633,0
C17634,0
C17635,0
C17636,0
C17637,0
C17638,0
C17639,0
C17640,0
C17641,0
C17642,0
C17643,0
C17644,0
C17645,0
C17646,0
C17647,0
C17648,0
C17649,0
C17650,0
C17651,0
C17652,0
C17653,0
C17654,0
C17655,0
C17656,0
C17657,0
C17658,0
C17659,0
C17660,0
C17661,0
C17662,0
C17663,0
C17664,0
C17665,0
C17666,0
C17667,1
C17668,0
C17669,1
C17670,0
C17671,0
C17672,0
C17673,0
C17674,0
C17675,0
C17676,0
C17677,0
C17678,0
C17679,0
C17680,0
C17681,0
C17682,0
C17683,0
C17684,0
C17685,1
C17686,0
C17687,0
C17688,0
C17689,0
C17690,0
C17691,0
C17692,0
C17693,0
C17694,0
C17695,0
C17696,0
C17697,0
C17698,0
C17699,0
C17700,0
C17701,0
C17702,0
C17703,0
C17704,0
C17705,0
C17706,0
C17707,0
C17708,0
C17709,0
C17710,0
C17711,0
C17712,0
C17713,0
C17714,0
C17715,0
C17716,0
C17717,0
C17718,0
C17719,0
C17720,0
C17721,0
C17722,0
C17723,0
C17724,0
C17725,0
C17726,0
C17727,0
C17728,0
C17729,0
C17730,0
C17731,1
C17732,0
C17733,1
C17734,1
C17735,1
C17736,1
C17737,0
C17738,1
C17739,0
C17740,0
C17741,0
C17742,0
C17743,0
C17744,0
C17745,0
C17746,0
C17747,0
C17748,0
C17749,1
C17750,0
C17751,1
C17752,1
C17753,0
C17754,0
C17755,1
C17756,1
C17757,1
C17758,0
C17759,0
C17760,0
C17761,0
C17762,0
C17763,0
C17764,0
C17765,0
C17766,0
C17767,0
C17768,0
C17769,0
C17770,0
C17771,0
C17772,0
C17773,0
C17774,0
C17775,0
C17776,0
C17777,0
C17778,0
C17779,0
C17780,0
C17781,0
C17782,0
C17783,0
C17784,0
C17785,0
C17786,0
C17787,0
C17788,0
C17789,0
C17790,0
C17791,0
C17792,0
C17793,0
C17794,0
C17795,0
C17796,0
C17797,0
C17798,0
C17799,0
C17800,0
C17801,0
C17802,0
C17803,0
C17804,0
C17805,0
C17806,0
C17807,0
C17808,0
C17809,0
C17810,0
C17811,0
C17812,0
C17813,0
C17814,0
C17815,0
C17816,0
C17817,0
C17818,0
C17819,0
C17820,0
C17821,0
C17822,0
C17823,0
C17824,0
C17825,0
C17826,0
C17827,0
C17828,0
C17829,0
C17830,0
C17831,0
C17832,0
C17833,0
C17834,0
C17835,0
C17836,0
C17837,0
C17838,0
C17839,0
C17840,0
C17841,0
C17842,0
C17843,0
C17844,0
C17845,0
C17846,0
C17847,0
C17848,0
C17849,0
C17850,0
C17851,0
C17852,0
C17853,0
C17854,0
C17855,0
C17856,0
C17857,0
C17858,0
C17859,0
C17860,0
C17861,0
C17862,0
C17863,0
C17864,0
C17865,0
C17866,0
C17867,0
C17868,0
C17869,0
C17870,0
C17871,0
C17872,0
C17873,0
C17874,0
C17875,0
C17876,0
C17877,0
C17878,0
C17879,0
C17880,0
C17881,0
C17882,0
C17883,0
C17884,0
C17885,0
C17886,0
C17887,0
C17888,0
C17889,0
C17890,0
C17891,0
C17892,0
C17893,0
C17894,0
C17895,0
C17896,0
C17897,0
C17898,0
C17899,0
C17900,0
C17901,0
C17902,0
C17903,0
C17904,0
C17905,0
C17906,0
C17907,0
C17908,0
C17909,0
C17910,0
C17911,0
C17912,0
C17913,0
C17914,0
C17915,0
C17916,0
C17917,0
C17918,0
C17919,0
C17920,0
C17921,0
C17922,0
C17923,0
C17924,0
C17925,0
C17926,0
C17927,0
C17928,0
C17929,0
C17930,0
C17931,0
C17932,0
C17933,0
C17934,0
C17935,0
C17936,0
C17937,0
C17938,0
C17939,0
C17940,0
C17941,0
C17942,0
C17943,0
C17944,0
C17945,0
C17946,0
C17947,0
C17948,0
C17949,0
C17950,0
C17951,0
C17952,0
C17953,0
C17954,0
C17955,0
C17956,0
C17957,0
C17958,0
C17959,0
C17960,0
C17961,0
C17962,0
C17963,0
C17964,0
C17965,0
C17966,1
C17967,0
C17968,0
C17969,0
C17970,0
C17971,0
C17972,0
C17973,0
C17974,0
C17975,0
C17976,0
C17977,0
C17978,0
C17979,0
C17980,0
C17981,0
C17982,0
C17983,0
C17984,0
C17985,0
C17986,0
C17987,0
C17988,0
C17989,0
C17990,0
C17991,0
C17992,0
C17993,0
C17994,0
C17995,0
C17996,0
C17997,1
C17998,0
C17999,0
C18000,0
C18001,0
C18002,0
C18003,1
C18004,0
C18005,0
C18006,0
C18007,0
C18008,0
C18009,0
C18010,0
C18011,0
C18012,0
C18013,0
C18014,0
C18015,1
C18016,0
C18017,0
C18018,0
C18019,0
C18020,0
C18021,0
C18022,0
C18023,0
C18024,0
C18025,0
C18026,1
C18027,0
C18028,1
C18029,1
C18030,0
C18031,0
C18032,0
C18033,0
C18034,0
C18035,1
C18036,0
C18037,0
C18038,0
C18039,0
C18040,1
C18041,0
C18042,0
C18043,0
C18044,0
C18045,0
C18046,0
C18047,0
C18048,0
C18049,0
C18050,0
C18051,0
C18052,0
C18053,0
C18054,0
C18055,0
C18056,0
C18057,0
C18058,0
C18059,0
C18060,0
C18061,0
C18062,0
C18063,0
C18064,0
C18065,0
C18066,0
C18067,0
C18068,0
C18069,0
C18070,0
C18071,0
C18072,0
C18073,0
C18074,0
C18075,0
C18076,0
C18077,0
C18078,0
C18079,0
C18080,0
C18081,0
C18082,0
C18083,0
C18084,0
C18085,1
C18086,0
C18087,0
C18088,0
C18089,0
C18090,0
C18091,1
C18092,0
C18093,0
C18094,0
C18095,1
C18096,1
C18097,0
C18098,0
C18099,0
C18100,0
C18101,0
C18102,0
C18103,0
C18104,0
C18105,0
C18106,0
C18107,0
C18108,0
C18109,0
C18110,0
C18111,0
C18112,0
C18113,0
C18114,0
C18115,0
C18116,0
C18117,0
C18118,0
C18119,0
C18120,0
C18121,0
C18122,0
C18123,0
C18124,0
C18125,0
C18126,0
C18127,0
C18128,0
C18129,0
C18130,0
C18131,0
C18132,0
C18133,0
C18134,0
C18135,0
C18136,0
C18137,0
C18138,0
C18139,0
C18140,0
C18141,0
C18142,0
C18143,0
C18144,0
C18145,0
C18146,0
C18147,0
C18148,1
C18149,0
C18150,0
C18151,0
C18152,0
C18153,0
C18154,0
C18155,1
C18156,0
C18157,0
C18158,0
C18159,0
C18160,0
C18161,0
C18162,0
C18163,0
C18164,0
C18165,0
C18166,0
C18167,0
C18168,0
C18169,0
C18170,0
C18171,0
C18172,0
C18173,0
C18174,0
C18175,0
C18176,0
C18177,0
C18178,0
C18179,0
C18180,0
C18181,0
C18182,0
C18183,0
C18184,0
C18185,0
C18186,0
C18187,0
C18188,0
C18189,0
C18190,0
C18191,0
C18192,1
C18193,1
C18194,0
C18195,0
C18196,0
C18197,0
C18198,0
C18199,0
C18200,0
C18201,0
C18202,0
C18203,0
C18204,0
C18205,0
C18206,0
C18207,0
C18208,0
C18209,0
C18210,0
C18211,0
C18212,0
C18213,0
C18214,0
C18215,0
C18216,0
C18217,0
C18218,0
C18219,0
C18220,0
C18221,0
C18222,0
C18223,0
C18224,0
C18225,0
C18226,0
C18227,0
C18228,0
C18229,0
C18230,0
C18231,0
C18232,0
C18233,0
C18234,0
C18235,0
C18236,0
C18237,0
C18238,0
C18239,0
C18240,0
C18241,0
C18242,0
C18243,0
C18244,0
C18245,0
C18246,0
C18247,0
C18248,0
C18249,0
C18250,0
C18251,0
C18252,0
C18253,0
C18254,0
C18255,0
C18256,0
C18257,0
C18258,0
C18259,0
C18260,0
C18261,0
C18262,0
C18263,0
C18264,0
C18265,0
C18266,0
C18267,0
C18268,0
C18269,0
C18270,0
C18271,0
C18272,0
C18273,0
C18274,0
C18275,0
C18276,0
C18277,0
C18278,0
C18279,0
C18280,0
C18281,0
C18282,0
C18283,0
C18284,0
C18285,0
C18286,0
C18287,0
C18288,0
C18289,0
C18290,0
C18291,0
C18292,0
C18293,0
C18294,0
C18295,0
C18296,0
C18297,0
C18298,0
C18299,0
C18300,0
C18301,0
C18302,0
C18303,0
C18304,0
C18305,0
C18306,0
C18307,0
C18308,0
C18309,0
C18310,0
C18311,0
C18312,0
C18313,0
C18314,0
C18315,0
C18316,0
C18317,0
C18318,0
C18319,0
C18320,0
C18321,0
C18322,0
C18323,0
C18324,0
C18325,0
C18326,0
C18327,0
C18328,0
C18329,0
C18330,0
C18331,0
C18332,0
C18333,0
C18334,0
C18335,0
C18336,0
C18337,0
C18338,0
C18339,0
C18340,0
C18341,0
C18342,0
C18343,0
C18344,0
C18345,0
C18346,0
C18347,0
C18348,1
C18349,0
C18350,0
C18351,0
C18352,0
C18353,0
C18354,0
C18355,0
C18356,0
C18357,0
C18358,0
C18359,0
C18360,0
C18361,0
C18362,0
C18363,0
C18364,0
C18365,0
C18366,0
C18367,0
C18368,0
C18369,0
C18370,0
C18371,0
C18372,0
C18373,0
C18374,0
C18375,0
C18376,0
C18377,0
C18378,0
C18379,0
C18380,0
C18381,0
C18382,0
C18383,0
C18384,0
C18385,0
C18386,0
C18387,0
C18388,0
C18389,0
C18390,0
C18391,0
C18392,0
C18393,0
C18394,0
C18395,0
C18396,0
C18397,0
C18398,0
C18399,0
C18400,0
C18401,0
C18402,0
C18403,0
C18404,0
C18405,0
C18406,0
C18407,0
C18408,0
C18409,0
C18410,0
C18411,0
C18412,0
C18413,0
C18414,0
C18415,0
C18416,0
C18417,0
C18418,0
C18419,0
C18420,0
C18421,0
C18422,0
C18423,0
C18424,0
C18425,0
C18426,0
C18427,0
C18428,0
C18429,0
C18430,0
C18431,0
C18432,0
C18433,0
C18434,0
C18435,0
C18436,0
C18437,0
C18438,0
C18439,0
C18440,0
C18441,0
C18442,0
C18443,0
C18444,0
C18445,0
C18446,0
C18447,0
C18448,0
C18449,0
C18450,0
C18451,0
C18452,0
C18453,0
C18454,0
C18455,0
C18456,0
C18457,0
C18458,1
C18459,0
C18460,1
C18461,0
C18462,0
C18463,0
C18464,0
C18465,0
C18466,0
C18467,0
C18468,0
C18469,0
C18470,1
C18471,0
C18472,0
C18473,0
C18474,0
C18475,0
C18476,0
C18477,0
C18478,0
C18479,0
C18480,0
C18481,0
C18482,0
C18483,0
C18484,0
C18485,0
C18486,0
C18487,0
C18488,0
C18489,0
C18490,0
C18491,0
C18492,0
C18493,0
C18494,0
C18495,0
C18496,0
C18497,0
C18498,0
C18499,0
C18500,0
C18501,0
C18502,0
C18503,0
C18504,0
C18505,0
C18506,0
C18507,0
C18508,0
C18509,0
C18510,0
C18511,0
C18512,0
C18513,0
C18514,0
C18515,0
C18516,0
C18517,0
C18518,0
C18519,0
C18520,0
C18521,0
C18522,0
C18523,0
C18524,0
C18525,0
C18526,0
C18527,0
C18528,0
C18529,0
C18530,0
C18531,0
C18532,0
C18533,0
C18534,0
C18535,0
C18536,0
C18537,0
C18538,0
C18539,0
C18540,0
C18541,0
C18542,0
C18543,0
C18544,0
C18545,0
C18546,0
C18547,0
C18548,0
C18549,0
C18550,0
C18551,0
C18552,0
C18553,0
C18554,0
C18555,0
C18556,0
C18557,0
C18558,0
C18559,0
C18560,0
C18561,0
C18562,0
C18563,0
C18564,0
C18565,0
C18566,0
C18567,0
C18568,0
C18569,0
C18570,0
C18571,0
C18572,1
C18573,0
C18574,0
C18575,0
C18576,0
C18577,0
C18578,0
C18579,0
C18580,0
C18581,0
C18582,0
C18583,0
C18584,0
C18585,0
C18586,0
C18587,0
C18588,0
C18589,0
C18590,0
C18591,0
C18592,0
C18593,0
C18594,0
C18595,0
C18596,0
C18597,0
C18598,0
C18599,0
C18600,0
C18601,0
C18602,1
C18603,0
C18604,0
C18605,0
C18606,0
C18607,0
C18608,0
C18609,0
C18610,0
C18611,0
C18612,0
C18613,0
C18614,0
C18615,0
C18616,0
C18617,0
C18618,0
C18619,0
C18620,0
C18621,0
C18622,0
C18623,0
C18624,0
C18625,0
C18626,0
C18627,0
C18628,0
C18629,0
C18630,0
C18631,0
C18632,1
C18633,0
C18634,0
C18635,0
C18636,0
C18637,1
C18638,0
C18639,0
C18640,0
C18641,0
C18642,0
C18643,0
C18644,0
C18645,0
C18646,0
C18647,0
C18648,0
C18649,0
C18650,0
C18651,0
C18652,0
C18653,0
C18654,0
C18655,0
C18656,0
C18657,0
C18658,0
C18659,0
C18660,0
C18661,0
C18662,0
C18663,0
C18664,0
C18665,0
C18666,0
C18667,0
C18668,0
C18669,0
C18670,0
C18671,0
C18672,0
C18673,0
C18674,0
C18675,0
C18676,0
C18677,0
C18678,1
C18679,0
C18680,0
C18681,0
C18682,0
C18683,0
C18684,0
C18685,0
C18686,0
C18687,0
C18688,0
C18689,0
C18690,0
C18691,0
C18692,0
C18693,0
C18694,0
C18695,0
C18696,0
C18697,0
C18698,0
C18699,0
C18700,0
C18701,0
C18702,0
C18703,0
C18704,0
C18705,0
C18706,0
C18707,0
C18708,0
C18709,0
C18710,0
C18711,0
C18712,0
C18713,0
C18714,0
C18715,0
C18716,0
C18717,0
C18718,0
C18719,0
C18720,0
C18721,0
C18722,0
C18723,0
C18724,0
C18725,0
C18726,0
C18727,0
C18728,0
C18729,0
C18730,0
C18731,0
C18732,0
C18733,0
C18734,0
C18735,0
C18736,0
C18737,0
C18738,0
C18739,0
C18740,0
C18741,0
C18742,0
C18743,0
C18744,0
C18745,0
C18746,0
C18747,0
C18748,0
C18749,0
C18750,0
C18751,0
C18752,0
C18753,0
C18754,0
C18755,0
C18756,0
C18757,0
C18758,0
C18759,0
C18760,0
C18761,0
C18762,0
C18763,0
C18764,0
C18765,0
C18766,0
C18767,0
C18768,0
C18769,0
C18770,0
C18771,0
C18772,0
C18773,0
C18774,0
C18775,0
C18776,0
C18777,0
C18778,0
C18779,0
C18780,0
C18781,0
C18782,0
C18783,0
C18784,0
C18785,0
C18786,0
C18787,0
C18788,0
C18789,0
C18790,0
C18791,0
C18792,0
C18793,0
C18794,0
C18795,0
C18796,0
C18797,0
C18798,0
C18799,0
C18800,0
C18801,0
C18802,0
C18803,0
C18804,0
C18805,0
C18806,0
C18807,0
C18808,0
C18809,0
C18810,0
C18811,0
C18812,0
C18813,0
C18814,0
C18815,0
C18816,0
C18817,0
C18818,0
C18819,0
C18820,0
C18821,0
C18822,0
C18823,0
C18824,0
C18825,0
C18826,0
C18827,0
C18828,0
C18829,0
C18830,0
C18831,0
C18832,0
C18833,0
C18834,0
C18835,0
C18836,0
C18837,0
C18838,0
C18839,0
C18840,0
C18841,1
C18842,0
C18843,0
C18844,0
C18845,0
C18846,0
C18847,0
C18848,1
C18849,0
C18850,0
C18851,0
C18852,0
C18853,0
C18854,0
C18855,0
C18856,0
C18857,0
C18858,0
C18859,1
C18860,0
C18861,0
C18862,0
C18863,0
C18864,0
C18865,0
C18866,0
C18867,0
C18868,0
C18869,0
C18870,0
C18871,0
C18872,0
C18873,0
C18874,0
C18875,0
C18876,0
C18877,0
C18878,0
C18879,0
C18880,0
C18881,0
C18882,0
C18883,0
C18884,0
C18885,0
C18886,0
C18887,0
C18888,0
C18889,0
C18890,0
C18891,0
C18892,0
C18893,0
C18894,0
C18895,0
C18896,0
C18897,0
C18898,0
C18899,0
C18900,0
C18901,0
C18902,0
C18903,0
C18904,1
C18905,0
C18906,0
C18907,0
C18908,0
C18909,0
C18910,0
C18911,0
C18912,0
C18913,0
C18914,0
C18915,0
C18916,0
C18917,0
C18918,0
C18919,0
C18920,0
C18921,0
C18922,0
C18923,0
C18924,0
C18925,0
C18926,0
C18927,0
C18928,0
C18929,0
C18930,0
C18931,0
C18932,1
C18933,0
C18934,0
C18935,0
C18936,0
C18937,0
C18938,0
C18939,0
C18940,0
C18941,0
C18942,0
C18943,0
C18944,0
C18945,0
C18946,0
C18947,0
C18948,0
C18949,0
C18950,0
C18951,0
C18952,0
C18953,0
C18954,0
C18955,0
C18956,0
C18957,0
C18958,0
C18959,0
C18960,0
C18961,0
C18962,0
C18963,0
C18964,0
C18965,0
C18966,0
C18967,0
C18968,0
C18969,0
C18970,0
C18971,0
C18972,0
C18973,0
C18974,0
C18975,0
C18976,0
C18977,0
C18978,0
C18979,1
C18980,1
C18981,1
C18982,1
C18983,0
C18984,0
C18985,0
C18986,0
C18987,0
C18988,0
C18989,0
C18990,0
C18991,0
C18992,0
C18993,0
C18994,0
C18995,1
C18996,0
C18997,0
C18998,1
C18999,0
C19000,0
C19001,0
C19002,0
C19003,0
C19004,0
C19005,0
C19006,0
C19007,0
C19008,0
C19009,0
C19010,0
C19011,0
C19012,0
C19013,0
C19014,0
C19015,0
C19016,0
C19017,0
C19018,0
C19019,0
C19020,0
C19021,0
C19022,0
C19023,0
C19024,0
C19025,0
C19026,0
C19027,0
C19028,0
C19029,0
C19030,0
C19031,0
C19032,0
C19033,0
C19034,0
C19035,0
C19036,0
C19037,0
C19038,0
C19039,0
C19040,0
C19041,0
C19042,0
C19043,0
C19044,0
C19045,0
C19046,0
C19047,0
C19048,0
C19049,0
C19050,0
C19051,0
C19052,0
C19053,0
C19054,0
C19055,0
C19056,0
C19057,0
C19058,0
C19059,0
C19060,0
C19061,0
C19062,0
C19063,0
C19064,0
C19065,0
C19066,0
C19067,0
C19068,0
C19069,0
C19070,0
C19071,0
C19072,0
C19073,0
C19074,0
C19075,0
C19076,0
C19077,0
C19078,0
C19079,0
C19080,0
C19081,0
C19082,0
C19083,0
C19084,0
C19085,0
C19086,0
C19087,0
C19088,0
C19089,0
C19090,0
C19091,0
C19092,0
C19093,0
C19094,0
C19095,0
C19096,0
C19097,0
C19098,0
C19099,0
C19100,0
C19101,0
C19102,0
C19103,0
C19104,0
C19105,0
C19106,0
C19107,0
C19108,0
C19109,0
C19110,0
C19111,0
C19112,0
C19113,0
C19114,0
C19115,0
C19116,0
C19117,0
C19118,0
C19119,0
C19120,0
C19121,0
C19122,0
C19123,0
C19124,0
C19125,0
C19126,0
C19127,0
C19128,0
C19129,0
C19130,0
C19131,0
C19132,0
C19133,1
C19134,0
C19135,0
C19136,0
C19137,0
C19138,0
C19139,0
C19140,0
C19141,0
C19142,0
C19143,0
C19144,0
C19145,0
C19146,0
C19147,0
C19148,0
C19149,0
C19150,0
C19151,0
C19152,0
C19153,0
C19154,0
C19155,0
C19156,0
C19157,0
C19158,0
C19159,0
C19160,0
C19161,0
C19162,0
C19163,0
C19164,0
C19165,0
C19166,0
C19167,0
C19168,0
C19169,0
C19170,0
C19171,0
C19172,0
C19173,0
C19174,0
C19175,0
C19176,0
C19177,0
C19178,0
C19179,0
C19180,0
C19181,0
C19182,0
C19183,0
C19184,0
C19185,0
C19186,0
C19187,0
C19188,0
C19189,0
C19190,0
C19191,0
C19192,0
C19193,0
C19194,0
C19195,0
C19196,0
C19197,0
C19198,0
C19199,0
C19200,0
C19201,0
C19202,0
C19203,0
C19204,0
C19205,0
C19206,0
C19207,0
C19208,0
C19209,0
C19210,0
C19211,0
C19212,0
C19213,0
C19214,0
C19215,0
C19216,0
C19217,0
C19218,0
C19219,0
C19220,0
C19221,0
C19222,0
C19223,0
C19224,0
C19225,0
C19226,0
C19227,0
C19228,0
C19229,0
C19230,0
C19231,0
C19232,0
C19233,0
C19234,0
C19235,0
C19236,0
C19237,0
C19238,0
C19239,0
C19240,0
C19241,0
