Index,is_canceled
98850,0
28562,0
8526,0
99012,0
98964,0
99106,0
99001,0
8523,1
99082,0
98972,0
99021,0
98995,0
98843,0
98976,0
98842,0
98841,0
98846,0
98839,0
98840,0
98837,0
98830,0
98838,0
28909,0
28982,0
28908,0
98949,0
98992,0
99006,0
98996,0
99138,0
98993,0
98950,0
28543,0
99119,0
98948,0
28561,0
99039,0
99048,0
99030,0
99024,0
98954,0
99016,0
28556,0
98943,0
98944,0
98945,0
98946,0
98947,0
99094,0
99011,0
28545,0
28819,0
28484,0
28808,0
28743,0
28447,0
98786,0
28446,0
98795,0
28445,0
28709,0
98783,0
98804,0
99141,0
76644,0
81367,0
28495,0
28801,0
98816,0
99116,0
98974,0
28493,0
28491,0
28795,0
28480,0
28477,0
28793,0
28472,0
28471,0
28469,0
28813,0
99278,0
98819,0
57984,1
98818,0
99221,0
99224,0
99149,0
98829,0
57980,1
57953,1
98833,0
98900,0
99132,0
28584,0
99122,0
98906,0
99129,0
28634,0
28633,0
98909,0
98822,0
28586,0
28600,0
98847,0
28604,0
28610,0
98919,0
98923,0
98899,0
98897,0
99130,0
99136,0
98852,0
98865,0
98823,0
99134,0
99133,0
98821,0
98880,0
98931,0
98881,0
99034,0
99046,0
98932,0
98997,0
98933,0
98934,0
99043,0
99028,0
99009,0
99042,0
99029,0
98935,0
98939,0
98936,0
98937,0
99101,0
98942,0
86997,0
98938,0
99017,0
99091,0
99087,0
98941,0
99010,0
99027,0
98845,0
98991,0
98848,0
98849,0
98855,0
98868,0
98873,0
98959,0
98890,0
98892,0
98894,0
98773,0
98772,0
98902,0
98903,0
98970,0
98957,0
98908,0
98977,0
98990,0
98989,0
98988,0
98987,0
99137,0
98986,0
98994,0
98984,0
98983,0
98982,0
98981,0
98980,0
98979,0
98978,0
98914,0
98985,0
99044,0
58029,1
28643,0
58023,1
99185,0
28583,0
58016,1
28642,0
28641,0
28638,0
28636,0
99045,0
77659,0
28478,0
28481,0
28507,0
28529,0
99340,0
99330,0
28547,0
28549,0
28555,0
28557,0
28573,0
28582,0
99259,0
92852,0
99258,0
28714,0
28715,0
28718,0
28736,0
28737,0
28739,0
28747,0
28707,0
28754,0
15059,0
28833,0
28849,0
28854,0
28860,0
28861,0
28869,0
14412,0
28703,0
28590,0
24269,0
28690,0
24124,0
99120,0
8559,0
8560,0
8561,0
8562,0
99063,0
8565,0
99067,0
99068,0
99117,0
8563,0
8551,0
8552,0
99284,0
8554,0
28552,0
28551,0
8555,0
8556,0
8557,0
99056,0
99347,0
99058,0
99121,0
99060,0
99426,0
8558,0
99061,0
99062,0
99108,0
99110,0
99112,0
99115,0
99118,0
8578,0
8579,0
99078,0
99081,0
8547,0
8566,0
8546,0
99084,0
8572,0
99089,0
99093,0
99100,0
8569,0
8570,0
8571,0
8567,0
8568,0
28603,0
28816,0
28815,0
28814,0
28805,0
28802,0
28797,0
28796,0
28789,0
28756,0
58141,1
28818,0
74727,0
28735,0
28734,0
28732,0
28731,0
28721,0
28720,0
28719,0
28717,0
28716,0
28711,0
28710,0
28740,0
28704,0
28824,0
28825,0
99140,0
88397,0
29105,0
29102,0
99139,0
28826,0
28701,0
28699,0
28697,0
28630,0
28626,0
28625,0
28624,0
28623,0
99128,0
99263,0
99270,0
28622,0
28621,0
99127,0
99131,0
28620,0
28619,0
99125,0
28618,0
28617,0
99124,0
28616,0
28615,0
28614,0
99271,0
99275,0
28613,0
99126,0
99260,0
99135,0
99257,0
28695,0
28691,0
28689,0
28688,0
28686,0
28681,0
28680,0
28670,0
28665,0
28658,0
28656,0
28654,0
28649,0
28646,0
99142,0
99144,0
99146,0
99147,0
8549,0
28644,0
99148,0
99159,0
99163,0
99202,0
99231,0
28591,0
8550,0
98922,0
98901,0
98904,0
98905,0
98907,0
98913,0
98920,0
98924,0
98927,0
98929,0
98952,0
98963,0
98965,0
98968,0
98969,0
98975,0
99002,0
99007,0
98461,0
99008,0
99022,0
99023,0
24270,0
96202,0
99020,0
96282,0
99025,0
99033,0
24291,0
99037,0
99038,0
79014,0
58165,1
99229,0
99223,0
58164,1
99219,0
58156,1
99200,0
99266,0
28668,0
28669,0
28673,0
28674,0
99405,0
28683,0
28693,0
28667,0
99388,0
28742,0
28867,0
98002,0
99338,0
100563,0
99342,0
28775,0
28738,0
28663,0
99318,0
99312,0
99268,0
28629,0
99288,0
8611,0
99294,0
8605,1
8603,0
29142,0
28648,0
99252,0
28791,0
58175,1
99059,0
99036,0
99057,0
99055,0
99004,0
99543,0
99003,0
99113,0
99114,0
99123,0
99054,0
99103,0
99208,0
99143,0
99145,0
99079,0
99102,0
99013,0
99099,0
99080,0
99019,0
99076,0
99018,0
99083,0
99015,0
99085,0
99086,0
99075,0
99074,0
99088,0
99073,0
99072,0
99071,0
99090,0
99070,0
99069,0
99066,0
99065,0
99064,0
99032,0
99095,0
99096,0
99035,0
99098,0
99150,0
99151,0
99181,0
58182,1
99184,0
99186,0
99187,0
99188,0
99190,0
99193,0
99194,0
99195,0
99196,0
99197,0
99198,0
99199,0
99201,0
99203,0
99205,0
99206,0
99154,0
99155,0
99157,0
99158,0
99162,0
99177,0
99077,0
99167,0
99175,0
99168,0
99169,0
99170,0
99171,0
99166,0
99047,0
99172,0
99173,0
28677,0
28781,0
28782,0
28725,0
28664,0
97932,0
99478,0
28550,1
99749,0
58207,1
28647,0
28651,0
28652,0
28653,0
28660,0
28914,0
28931,0
99261,0
99273,0
99274,0
99276,0
99277,0
99305,0
99295,0
99291,0
8613,1
99227,0
99226,0
99152,0
99153,0
99222,0
99160,0
99165,0
99176,0
99178,0
99179,0
99209,0
99180,0
99183,0
99174,0
99307,0
8654,0
8652,0
99253,0
99251,0
99250,0
8653,0
99308,0
99290,0
28979,0
28912,0
28981,0
99049,0
99050,0
99051,0
28915,0
99092,0
28916,0
28917,0
28918,0
28919,0
99097,0
28920,0
28921,0
28913,0
99189,0
28922,0
99322,0
28930,0
99005,0
28961,0
58246,1
58260,0
58251,1
58252,1
58240,1
58239,1
8701,0
58237,1
8702,0
8700,0
8703,0
8699,0
8698,0
8704,0
8705,0
8706,0
8697,0
8707,0
58238,1
8696,0
58227,1
58228,1
8695,0
8694,0
58231,1
58232,1
58234,1
8693,0
28798,0
28750,0
28748,0
28745,0
28874,0
28900,0
28730,0
28727,0
28726,0
28724,0
28723,0
28722,0
28713,0
28712,0
28708,0
28702,0
28700,0
28698,0
28752,0
28696,0
28755,0
28759,0
28800,0
28803,0
28806,0
28809,0
28811,0
28820,0
28772,0
28822,0
28771,0
28842,0
28769,0
28862,0
28767,0
28863,0
28765,0
28762,0
28761,0
28757,0
28694,0
28687,0
28692,0
28794,0
28684,0
28682,0
28678,0
28675,0
28672,0
28671,0
28666,0
28936,0
28937,0
28659,0
28657,0
28655,0
28650,0
28645,0
29185,0
78221,0
8656,0
99334,0
99311,0
99309,0
99306,0
99473,0
99302,0
99301,0
99300,0
99313,0
99293,0
99287,0
99467,0
99383,0
99256,0
99255,0
99384,0
99385,0
99289,0
99546,0
99314,0
99316,0
99510,0
99513,0
99515,0
99517,0
99518,0
99336,0
99433,0
99481,0
14191,0
99328,0
99327,0
99535,0
99323,0
99321,0
99320,0
99319,0
99317,0
99386,0
99458,0
99506,0
99211,0
99402,0
99404,0
99107,0
99218,0
99109,0
99217,0
99216,0
99215,0
99214,0
99411,0
99210,0
99207,0
99204,0
99191,0
99156,0
99182,0
99397,0
99164,0
99393,0
99452,0
99104,0
99352,0
28830,0
28829,0
99428,0
99343,0
28785,0
99344,0
99427,0
91396,0
28817,0
99424,0
99412,0
99348,0
28787,0
28788,0
99349,0
28790,0
99351,0
28792,0
99425,0
99355,0
99390,0
99387,0
99391,0
99392,0
28733,0
99394,0
99382,0
28744,0
99374,0
99371,0
99369,0
99366,0
22040,0
28773,0
28832,0
99361,0
99395,0
99396,0
28777,0
22591,0
99401,0
99360,0
99403,0
28778,0
28779,0
99357,0
99408,0
28783,0
28776,0
28839,0
99262,0
99254,0
99249,0
99248,0
99247,0
99246,0
99245,0
99244,0
99243,0
99242,0
99240,0
99239,0
99238,0
99237,0
99236,0
99234,0
99233,0
99232,0
99230,0
99228,0
99225,0
99220,0
99212,0
99111,0
99014,0
8714,0
99264,0
99267,0
99269,0
99272,0
90611,0
28845,0
97968,1
28846,0
28847,0
28855,0
28859,0
99337,0
28864,0
28865,0
99335,0
28868,0
28870,0
28872,0
99341,0
28896,0
99332,0
99325,0
99315,0
28983,0
28994,0
76704,0
14293,0
99298,0
99285,0
99283,0
99282,0
99281,0
99280,0
99279,0
28911,0
99430,0
28786,0
58277,1
99462,0
99461,0
99459,0
99457,0
99455,0
58299,1
99454,0
99451,0
99511,0
99520,0
99521,0
99522,0
99523,0
99524,0
99525,0
99526,0
99527,0
58274,1
99471,0
99469,0
99532,0
99533,0
99431,0
28553,0
99537,0
99439,0
99436,0
99437,0
58310,1
99448,0
58326,1
58313,1
99444,0
99434,0
99446,0
99442,0
99447,0
58317,1
99299,0
99507,0
99297,0
28897,0
58347,1
99296,0
28875,0
99292,0
28852,0
28851,0
28853,0
28850,0
28848,0
28856,0
28857,0
28840,0
28899,0
99514,0
99286,0
28866,0
28844,0
99509,0
28841,0
28968,0
29043,0
29041,0
99552,0
28997,0
28837,0
28993,0
28992,0
28991,0
28990,0
28989,0
28988,0
28987,0
99547,0
94310,0
28901,0
28944,0
29099,0
99331,0
99329,0
99265,0
99326,0
99324,0
99303,0
28923,0
28925,0
88288,1
29143,0
99304,0
99540,0
99541,0
28835,0
8719,1
99400,0
99399,0
99398,0
8718,1
8716,1
99450,0
99453,0
28741,0
28746,0
28749,0
99379,0
28751,0
99378,0
28753,0
99377,0
99376,0
28758,0
28760,0
99373,0
28763,0
28764,0
28834,0
99372,0
8722,0
8723,0
99429,0
97263,0
99423,0
99422,0
99421,0
99420,0
99419,0
24711,0
99777,0
99418,0
99417,0
99416,0
28685,0
99415,0
99413,0
8727,0
99410,0
8726,0
99409,0
28676,0
99441,0
99407,0
28679,0
99406,0
8725,0
8724,0
99414,0
28766,0
99380,0
28799,0
99356,0
58359,1
99370,0
28804,0
95890,0
99350,0
28807,0
28810,0
58354,1
28812,0
28821,0
28823,0
28827,0
99495,0
28831,0
99476,0
99358,0
99363,0
99367,0
28770,0
99365,0
99359,0
99368,0
98694,0
28768,0
99475,0
8754,0
8764,0
8748,0
8765,0
8758,0
8749,0
8750,0
8751,0
8752,0
8757,0
8756,0
8753,0
8755,0
8747,0
8763,0
8762,0
8761,0
8760,0
20246,0
58470,1
95891,1
28838,0
28843,0
28858,0
21964,0
23585,0
28876,0
28959,0
28960,0
28965,0
28970,0
28975,0
28978,0
29006,0
29007,0
29048,0
29139,0
8778,0
8777,0
8776,0
8775,0
8774,0
8773,0
8772,0
8771,0
8770,0
8769,0
8768,0
8767,0
8766,0
28958,0
28957,0
28955,0
28880,0
28881,0
28884,0
28889,0
28890,0
28892,0
28893,0
28894,0
28895,0
28898,0
28928,0
28929,0
28932,0
28933,0
28934,0
28935,0
28938,0
28939,0
28942,0
28946,0
28947,0
28950,0
28951,0
28952,0
28953,0
28954,0
28956,0
8746,0
8744,0
99534,0
99613,0
99617,0
99519,0
99618,0
99512,0
99612,0
99508,0
99494,0
99488,0
99774,0
99576,0
99474,0
99745,0
99468,0
99505,0
99456,0
99610,0
99551,0
99575,0
99574,0
99573,0
99572,0
99571,0
99568,0
99579,0
99549,0
99581,0
99583,0
99584,0
99585,0
99586,0
99558,0
99587,0
99588,0
99582,0
99449,0
99577,0
8728,0
8729,0
96283,0
99687,0
99681,0
98678,0
99354,0
99676,0
99339,0
99333,0
99310,0
88768,0
99362,0
78325,0
99364,0
8732,0
8743,0
8742,0
8741,0
8740,0
8739,0
8738,0
8737,0
8736,0
78570,0
99389,0
99381,0
8734,0
8733,0
99707,0
92943,0
93815,0
99726,0
99855,0
99736,0
99730,0
99729,0
99739,0
99740,0
99742,0
99743,0
99744,0
99750,0
99751,0
99728,0
99765,0
99769,0
99781,0
99782,0
99783,0
99789,0
99797,0
99807,0
81660,0
99826,0
58472,1
99755,0
28906,0
28910,0
28905,0
28904,0
28902,0
82500,0
28882,0
28885,0
99724,0
28903,0
99723,0
99616,0
99714,0
99485,0
99486,0
99487,0
99489,0
99491,0
99492,0
99493,0
99516,0
99528,0
99484,0
99529,0
99531,0
99536,0
99538,0
99539,0
99542,0
99544,0
99545,0
99548,0
99550,0
99530,0
99553,0
99483,0
99480,0
98656,0
99192,0
99213,0
96203,0
99353,0
99375,0
99432,0
99438,0
99440,0
99482,0
99443,0
99460,0
99463,0
99464,0
99465,0
99466,0
99470,0
99472,0
99477,0
99479,0
99445,0
99554,0
99555,0
99556,0
99628,0
99629,0
99630,0
99631,0
99632,0
99633,0
99634,0
99635,0
99637,0
99627,0
99640,0
99647,0
99648,0
99649,0
99650,0
99652,0
99657,0
99662,0
99674,0
99678,0
99642,0
99626,0
99625,0
99624,0
99557,0
99559,0
99560,0
99561,0
99562,0
99563,0
99564,0
99567,0
99597,0
99598,0
99600,0
99601,0
99603,0
99605,0
99607,0
99609,0
99611,0
99614,0
99619,0
99621,0
99722,0
8784,0
8783,0
8779,1
8781,0
58568,1
29093,0
8782,0
28973,0
28971,0
28966,0
29047,0
28976,0
29349,0
29346,0
58494,1
99764,0
99737,0
99738,0
99768,0
99741,0
81488,0
99753,0
99754,0
99655,0
99771,0
99654,0
99772,0
99623,0
99636,0
99620,0
99748,0
99622,0
99653,0
99752,0
99757,0
99761,0
99679,0
99733,0
99696,0
99645,0
99644,0
99643,0
99665,0
99666,0
99667,0
99668,0
99695,0
99669,0
99670,0
99671,0
99641,0
99697,0
99694,0
99692,0
99672,0
99691,0
99690,0
99689,0
99688,0
99675,0
99677,0
99686,0
99685,0
99684,0
99683,0
99682,0
99693,0
99734,0
99698,0
99700,0
99732,0
99731,0
99680,0
99725,0
99658,0
99721,0
99720,0
99719,0
99717,0
99716,0
99715,0
99659,0
99660,0
99699,0
99661,0
99712,0
99711,0
99710,0
99709,0
99708,0
99663,0
99706,0
99638,0
99704,0
99664,0
99639,0
99702,0
99701,0
99713,0
99727,0
99718,0
8791,0
8793,0
8794,0
8795,0
8796,0
8797,0
8798,0
8799,0
8801,0
100273,0
100048,0
99490,0
99496,0
8789,0
8788,0
58712,1
8785,0
8786,0
8787,0
99821,0
28972,0
28949,0
99818,0
99565,0
99566,0
99569,0
99570,0
22354,0
99578,0
99580,0
99822,0
99589,0
99590,0
99591,0
99592,0
99593,0
99594,0
99595,0
99596,0
99599,0
99602,0
28948,0
99606,0
23170,0
99823,0
58669,1
99839,0
99954,0
99844,0
99843,0
99837,0
99836,0
99835,0
99834,0
29120,0
99832,0
29119,0
29118,0
99829,0
99656,0
99827,0
99838,0
99646,0
99651,0
99608,0
100051,0
99604,0
100049,0
29144,0
29145,0
99615,0
29161,0
98344,0
28940,0
99846,0
58732,1
28998,0
99895,0
100037,0
99812,0
58717,1
99805,0
99825,0
99863,0
74728,0
99833,0
99914,0
99800,0
28967,0
99786,0
99785,0
99784,0
99780,0
28969,0
99778,0
99776,0
99799,0
99773,0
28924,0
99767,0
99763,0
99760,0
99759,0
99758,0
99756,0
99746,0
29026,0
99705,0
99703,0
99673,0
28926,0
28927,0
99787,0
99788,0
99919,0
99958,0
99795,0
99924,0
28986,0
99793,0
8857,0
8856,1
99830,0
29190,0
99922,0
99925,0
99926,0
99928,0
99939,0
29172,0
99824,0
29191,0
29171,0
29169,0
99820,0
100009,0
29155,0
29147,0
100006,0
99946,0
99947,0
29170,0
100005,0
99917,0
99915,0
29036,0
29037,0
29038,0
29202,0
99905,0
29042,0
99908,0
29052,0
29078,0
99909,0
29056,0
29057,0
29058,0
29059,0
29060,0
29061,0
29062,0
99913,0
99911,0
29035,0
99952,0
99960,0
29103,0
29098,0
29097,0
29095,0
29094,0
99993,0
29091,0
29089,0
99986,0
99992,0
29086,0
99991,0
29083,0
29082,0
29081,0
99990,0
99813,0
99989,0
29087,0
99819,0
99985,0
99997,0
99961,0
99962,0
99963,0
99964,0
99965,0
99966,0
29122,0
29121,0
29104,0
100000,0
99999,0
29113,0
99976,0
29112,0
29111,0
29110,0
99998,0
29108,0
29116,0
29034,0
29079,0
99792,0
29328,0
99802,0
99856,0
99857,0
28941,0
100109,0
29504,0
29538,0
99801,0
99747,0
28995,0
99762,0
99867,0
99865,0
99803,0
28977,0
99770,0
100057,0
99794,0
14667,0
14664,0
28964,0
99860,0
29251,0
28962,0
28945,0
99862,0
99779,0
99791,0
28943,0
99766,0
99854,0
100110,0
99869,0
99840,0
99900,0
99898,0
23677,0
99897,0
99847,0
99892,0
100023,0
99853,0
100024,0
99806,0
100028,0
99852,0
99885,0
99881,0
99883,0
99875,0
100029,0
99873,0
99877,0
99876,0
99879,0
99871,0
99790,0
77660,0
14120,0
29090,0
100153,0
29125,0
100044,0
100145,0
78595,0
29262,0
100001,0
29252,0
99995,0
29253,0
29255,0
29261,0
92849,1
99996,0
29564,0
100181,0
29260,0
99775,0
29128,0
58921,1
99804,0
99831,0
99808,0
29222,0
29129,0
29135,0
29136,0
29138,0
29140,0
29141,0
58931,1
100003,0
100008,0
100039,0
94278,0
99809,0
99796,0
99798,0
100007,0
99979,0
29008,0
99886,0
99887,0
99888,0
99889,0
99890,0
99891,0
99896,0
29024,0
99899,0
99901,0
29030,0
29031,0
99902,0
29001,0
99903,0
99906,0
99907,0
99923,0
99933,0
98396,0
99934,0
99937,0
99828,0
29071,0
29072,0
99904,0
29000,0
28999,0
28996,0
99841,0
99845,0
99848,0
99849,0
99851,0
19255,1
99858,0
28985,0
28984,0
28974,0
100436,0
28963,0
28886,0
99943,0
28883,0
14508,0
99859,0
14360,0
99931,0
99817,0
99816,0
99969,0
99815,0
99972,0
99974,0
99977,0
99981,0
99982,0
99983,0
99957,0
99956,0
99973,0
99951,0
58877,1
29271,0
99950,0
99949,0
99948,0
78326,0
29338,0
99935,0
25843,0
29337,0
78571,0
99938,0
99850,0
100013,0
100019,0
29298,0
29297,0
14065,0
29281,0
99842,0
100101,0
100074,0
99910,0
99814,0
99916,0
99975,0
99864,0
100043,0
99918,0
100050,0
100052,0
99978,0
29276,0
100073,0
99980,0
99921,0
99984,0
99987,0
99927,0
99811,0
99953,0
99932,0
100069,0
100031,0
99920,0
99930,0
29074,0
58945,1
58950,1
58951,1
58954,1
29075,0
29073,0
29067,0
29066,0
14043,0
96284,0
29064,0
29107,0
29127,0
29076,0
29131,0
29146,0
8876,1
29158,0
29164,0
58936,1
29063,0
29100,0
29022,0
29005,0
29009,0
29011,0
29012,0
29033,0
29013,0
29014,0
100164,0
29015,0
29032,0
29029,0
29028,0
29027,0
100166,0
100171,0
29023,0
29016,0
29017,0
29018,0
29021,0
29020,0
29004,0
29003,0
29002,0
14310,0
23529,0
22282,0
29039,0
100167,0
100173,0
22099,0
100467,0
28980,0
14450,0
14642,0
29019,0
99861,0
20424,0
23040,0
16934,0
74809,0
29077,0
29080,0
29084,0
29088,0
15051,0
21248,0
17788,0
76706,0
99894,0
29092,0
99942,0
29070,0
29068,0
29049,0
99936,0
29050,0
87495,0
29051,0
99929,0
29053,0
29054,0
8911,0
99893,0
8910,0
29055,0
29025,0
99959,0
8904,0
8905,0
8906,0
8907,0
29114,0
29106,0
100104,0
100103,0
100102,0
101345,0
100092,0
100091,0
29101,0
100087,0
100086,0
100174,0
100072,0
100176,0
100107,0
100111,0
100147,0
100137,0
88769,0
100163,0
29327,0
100168,0
100112,0
100179,0
29341,0
100066,0
100055,0
29637,0
100047,0
100046,0
100027,0
100026,0
29163,0
29160,0
100018,0
99810,0
100014,0
29159,0
100012,0
100011,0
100010,0
29152,0
29151,0
100004,0
100291,0
29117,0
58979,0
29109,0
29254,0
100064,0
29617,0
88833,0
88398,0
59057,0
98755,0
59058,0
59061,0
78526,0
59062,0
59060,1
98757,0
80362,0
99941,0
29189,0
29186,0
100233,0
29184,0
29183,0
29182,0
29181,0
29179,0
29178,0
29177,0
29193,0
29176,0
29174,0
29173,0
29165,0
29156,0
29148,0
29137,0
29134,0
29133,0
29126,0
29124,0
29175,0
29123,0
29195,0
29212,0
29241,0
29240,0
99940,0
29238,0
29237,0
29236,0
29235,0
29234,0
29233,0
29232,0
29203,0
29231,0
29229,0
29228,0
29227,0
29226,0
29225,0
29224,0
29223,0
29217,0
29215,0
29213,0
29230,0
29242,0
100314,0
29040,0
29010,0
22100,0
24271,0
29069,0
8919,0
8921,0
100345,0
8927,0
29243,0
29239,0
29247,0
100062,0
100063,0
100075,0
100077,0
100078,0
29384,0
29383,0
29382,0
29381,0
100089,0
29350,0
100095,0
29348,0
100097,0
29343,0
29340,0
29339,0
100113,0
100114,0
29245,0
100117,0
100059,0
100118,0
100058,0
100054,0
99944,0
99955,0
99967,0
99968,0
99970,0
99971,0
99988,0
99994,0
100016,0
100021,0
100025,0
100030,0
100033,0
100034,0
100035,0
100036,0
100040,0
100041,0
100042,0
100056,0
100121,0
100116,0
29277,0
29273,0
29270,0
29269,0
29267,0
100143,0
29279,0
29266,0
100158,0
100169,0
29282,0
100170,0
100136,0
100144,0
100175,0
29259,0
100134,0
29248,0
29250,0
100188,0
29256,0
29309,0
100183,0
29293,0
100127,0
29257,0
100128,0
29258,0
100178,0
100177,0
29278,0
29264,0
29263,0
29265,0
29153,0
29584,0
29149,0
29333,0
29336,0
29321,0
29166,0
29308,0
29115,0
29307,0
29306,0
29305,0
14083,0
29204,0
29374,0
29280,0
29192,0
29413,0
29422,0
29426,0
29427,0
29428,0
29198,0
29162,0
29583,0
29201,0
29291,0
29582,0
100070,0
59126,1
59116,1
59173,0
59174,0
59147,0
59155,0
100123,0
100126,0
100129,0
100130,0
100131,0
100132,0
100068,0
100135,0
100139,0
100140,0
100061,0
100141,0
100060,0
100146,0
100154,0
100156,0
100157,0
100071,0
100159,0
100120,0
100108,0
100080,0
100081,0
100082,0
100083,0
100084,0
100085,0
100088,0
100090,0
100093,0
100094,0
100096,0
100098,0
100099,0
100100,0
100105,0
100106,0
100115,0
100160,0
100161,0
100162,0
8940,0
100076,0
8942,1
100045,0
100038,0
100032,0
100192,0
100203,0
8945,1
100079,0
100002,0
100015,0
100017,0
100249,0
100020,0
100250,0
100252,0
100253,0
100417,0
100418,0
100259,0
100260,0
100262,0
100278,0
100279,0
100306,0
100739,0
100416,0
100248,0
100455,0
29439,0
29200,0
29441,0
100194,0
100557,0
29434,0
100463,0
100555,0
100554,0
29324,0
100547,0
100067,0
29289,0
100138,0
100133,0
100119,0
26246,0
29302,0
29303,0
29304,0
29331,0
100122,0
100125,0
29315,0
29543,0
29317,0
29318,0
29319,0
29320,0
100124,0
29322,0
29323,0
100065,0
100327,0
29476,0
100149,0
100182,0
100541,0
100537,0
100172,0
29443,0
100454,0
100330,0
29448,0
29386,0
100165,0
100534,0
100377,0
29461,0
100531,0
29464,0
100374,0
29470,0
100155,0
100152,0
100151,0
100148,0
29194,0
29188,0
29187,0
29167,0
100255,0
29154,0
29150,0
100277,0
29168,0
100290,0
29199,0
100309,0
100562,0
100301,0
100310,0
100368,0
100293,0
100307,0
100296,0
100294,0
100295,0
100367,0
100304,0
29335,0
100287,0
100288,0
100285,0
100283,0
100224,0
100223,0
29316,0
100222,0
100221,0
100360,0
100225,0
29196,0
100226,0
100289,0
100308,0
100317,0
29344,0
100388,0
100381,0
29421,0
100460,0
29415,0
100451,0
29398,0
29397,0
29396,0
29395,0
100447,0
100438,0
29342,0
100380,0
29378,0
29377,0
29371,0
29369,0
100431,0
29361,0
100220,0
100315,0
100373,0
29347,0
100369,0
100427,0
29379,0
100227,0
100216,0
100229,0
100195,0
29244,0
29220,0
29246,0
100271,0
100270,0
100269,0
100196,0
100193,0
29249,0
100191,0
100190,0
100266,0
100189,0
100187,0
100186,0
100268,0
100185,0
100197,0
100199,0
100215,0
100214,0
100213,0
100212,0
100211,0
100210,0
100209,0
100198,0
100208,0
100206,0
100205,0
100204,0
100319,0
100202,0
100201,0
100200,0
100207,0
100264,0
29219,0
100180,0
100241,0
100240,0
100142,0
100239,0
29180,0
100238,0
100237,0
100242,0
100235,0
100359,0
29288,0
100232,0
29214,0
100219,0
100231,0
100230,0
100234,0
100150,0
100243,0
100244,0
100263,0
29218,0
100258,0
100257,0
100256,0
100217,0
100254,0
100251,0
29216,0
100346,0
100347,0
100358,0
100218,0
100247,0
100246,0
29268,0
100245,0
29221,0
100228,0
100236,0
59247,0
29508,0
29467,0
100396,0
29466,0
100486,0
29505,0
29496,0
29491,0
29490,0
29489,0
29484,0
29474,0
59246,0
100519,0
29500,0
59245,0
100520,0
100053,0
29435,0
29436,0
82073,0
96204,0
29437,0
100558,0
100466,0
29450,0
24272,0
29498,0
24915,0
29453,0
29197,0
29272,0
100527,0
29680,0
29429,0
100184,0
76707,0
29425,0
100329,0
100331,0
100333,0
100419,0
100338,0
100414,0
100348,0
100349,0
100413,0
100352,0
100411,0
100321,0
100356,0
100362,0
100408,0
14056,0
13989,0
100372,0
99241,0
13829,0
100385,0
96301,0
100392,0
100395,0
100357,0
100318,0
84054,0
100634,0
100261,0
100265,0
100267,0
100272,0
100425,0
100753,0
15022,0
15024,0
100302,0
100305,0
29275,0
100397,0
100496,0
29545,0
29312,0
29392,0
29393,0
29549,0
29394,0
29451,0
29558,0
29301,0
29300,0
29299,0
29565,0
29294,0
29292,0
100485,0
100483,0
29524,0
29452,0
29370,0
100472,0
29373,0
100435,0
29459,0
100437,0
100430,0
29290,0
100476,0
100428,0
29458,0
29352,0
29492,0
29332,0
29330,0
29329,0
